store_risk_rank_desc,persistent_id_store,store_max_predicted_proba,store_predicted_positive_thr012,obs_month_start,obs_month,LOCATION_NAME,LATITUDE,LONGITUDE
1,7295274,0.3180761,1,2026-01-01,2026-01,Bagel Boss,40.7323615,-73.982199
2,5819222,0.30660087,1,2026-01-01,2026-01,Benihana Inc.,40.8292835,-73.9278715
3,7126517,0.29677576,1,2026-01-01,2026-01,OddFellows Ice Cream Co,40.716138,-73.9667255
4,1257142,0.27940845,1,2025-12-01,2025-12,Starbucks Corporation,40.7526391,-73.9929152
5,6297182,0.20721206,1,2025-12-01,2025-12,"Peachwave, LLC",40.859309,-73.8983445
6,5568576,0.1918342,1,2026-01-01,2026-01,Arby's,40.7385159,-73.7936427
7,7020069,0.18747216,1,2025-12-01,2025-12,Hale and Hearty,40.705178,-74.0110355
8,13287952,0.18041523,1,2026-01-01,2026-01,Tropical Smoothie Cafe,40.7443585,-73.9254945
9,12892524,0.16886447,1,2026-01-01,2026-01,"Moe's Southwest Grill, LLC",40.714941,-73.7752245
10,6500069,0.16757755,1,2026-01-01,2026-01,Emmy Squared,40.7121835,-73.9557095
11,5970984,0.15599354,1,2026-01-01,2026-01,Juice Press,40.752779,-73.9759005
12,5766642,0.14784814,1,2026-01-01,2026-01,"Sweetgreen, Inc.",40.705733,-74.0083155
13,5199074,0.14248349,1,2025-12-01,2025-12,Tropical Smoothie Cafe,40.5163068,-74.2343654
14,12153133,0.13833205,1,2026-01-01,2026-01,MrBeast Burger,40.712826,-74.013365
15,7295138,0.13752095,1,2026-01-01,2026-01,Atomic Wings,40.7193605,-73.842248
16,5661117,0.13391079,1,2025-12-01,2025-12,Pret A Manger,40.7128036,-74.0133467
17,6167853,0.12882136,1,2026-01-01,2026-01,Tropical Smoothie Cafe,40.76211,-73.769993
18,5970960,0.1278774,1,2026-01-01,2026-01,Juice Press,40.728459,-74.0076735
19,1250731,0.12774828,1,2026-01-01,2026-01,Starbucks Corporation,40.7630577,-73.972449
20,6315411,0.12657326,1,2026-01-01,2026-01,Sticky's Finger Joint,40.75374,-73.9747315
21,7309047,0.12599258,1,2026-01-01,2026-01,Rosa Mexicano,40.740134,-73.998885
22,13054275,0.12066802,1,2025-12-01,2025-12,Juice Press,40.75258,-73.9951935
23,5969848,0.11991137,0,2025-12-01,2025-12,Juice Generation Inc.,40.7449655,-73.954867
24,11477809,0.11700368,0,2026-01-01,2026-01,Burger King,40.6280305,-74.1684915
25,5970259,0.114610344,0,2026-01-01,2026-01,Just Salad LLC,40.7527545,-73.995216
26,13288271,0.11243373,0,2026-01-01,2026-01,Buffalo Wild Wings Inc.,40.774675,-73.912877
27,1589044,0.11224429,0,2026-01-01,2026-01,Taco Bell,40.6893561,-73.8457927
28,4885888,0.10667437,0,2026-01-01,2026-01,Red Lobster Hospitality LLC.,40.8690476,-73.8271332
29,1252224,0.10253166,0,2026-01-01,2026-01,Starbucks Corporation,40.6709625,-73.9573213
30,522549,0.10148933,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.73362,-73.9999595
31,2304135,0.09899495,0,2026-01-01,2026-01,Papa John's International Inc.,40.8208956,-73.9364339
32,7295147,0.09737143,0,2025-12-01,2025-12,Atomic Wings,40.7449375,-73.9214465
33,7309055,0.09480947,0,2026-01-01,2026-01,Rosa Mexicano,40.740154,-73.9988675
34,13368058,0.09298925,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.67971,-73.974675
35,521703,0.09144604,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7523412,-73.9943009
36,2304165,0.09141303,0,2026-01-01,2026-01,Papa John's International Inc.,40.7991567,-73.9669887
37,6171063,0.08846797,0,2026-01-01,2026-01,Tim Hortons Inc.,40.594366,-73.933454
38,4761705,0.086751014,0,2026-01-01,2026-01,Pret A Manger,40.7106601,-74.0081663
39,5521587,0.08656642,0,2026-01-01,2026-01,Five Guys Enterprises LLC,40.7524751,-73.994773
40,7244443,0.08612049,0,2025-12-01,2025-12,Gyu-Kaku Japanese Barbeque,40.7582115,-73.829871
41,7309846,0.085138924,0,2026-01-01,2026-01,Slutty Vegan,40.816365,-73.9473125
42,5568254,0.085036255,0,2026-01-01,2026-01,Arby's,40.7119634,-73.8853939
43,6356194,0.085026845,0,2026-01-01,2026-01,Muscle Maker Grill,40.819532,-73.817028
44,5715459,0.082945734,0,2026-01-01,2026-01,Starbucks Corporation,40.740425,-74.0049725
45,7238420,0.08216992,0,2025-12-01,2025-12,Ample Hills Creamery,40.7416825,-74.0014085
46,7298052,0.08126113,0,2026-01-01,2026-01,Chinah,40.7401335,-73.998847
47,5969166,0.08031778,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.7603705,-73.8279875
48,7126428,0.07894421,0,2025-12-01,2025-12,Burger Village,40.7588725,-73.918291
49,13054277,0.07773258,0,2026-01-01,2026-01,Juice Press,40.7720395,-73.958633
50,1538752,0.07621213,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.7656133,-73.8169529
51,522263,0.07549618,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7420666,-74.0012621
52,6499906,0.07535733,0,2026-01-01,2026-01,Artichoke Basille's Pizza,40.7322035,-73.983868
53,12179963,0.07494002,0,2026-01-01,2026-01,Mango Mango Dessert,40.6041275,-73.997809
54,5766600,0.074788816,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.752768,-74.001128
55,5785570,0.0727129,0,2025-12-01,2025-12,Cold Stone Creamery,40.586755,-73.9292655
56,1502347,0.07255717,0,2025-12-01,2025-12,The Wendy's Company,40.8338083,-73.8529714
57,4676478,0.07093578,0,2025-12-01,2025-12,"Nathan's Famous, Inc.",40.7605125,-73.950977
58,11477827,0.0707474,0,2026-01-01,2026-01,Burger King,40.7219735,-73.8037805
59,5759688,0.0703414,0,2026-01-01,2026-01,Cinnabon,40.709647,-74.0119515
60,4665861,0.06987723,0,2025-12-01,2025-12,Baskin-Robbins,40.8077105,-73.918842
61,5073230,0.069212794,0,2025-12-01,2025-12,Olive Garden,40.5939371,-73.9982621
62,5877530,0.068930894,0,2026-01-01,2026-01,Philly Pretzel Factory,40.629759,-74.109422
63,1257327,0.06806838,0,2025-12-01,2025-12,Starbucks Corporation,40.727293,-73.9955335
64,1257495,0.06777387,0,2025-12-01,2025-12,Starbucks Corporation,40.8071373,-73.9649723
65,5429960,0.067200586,0,2026-01-01,2026-01,Starbucks Corporation,40.7366895,-74.0007726
66,11692158,0.06694572,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.862365,-73.8937955
67,12989025,0.06682666,0,2025-12-01,2025-12,Jollibee Foods Corporation,40.703814,-73.7983465
68,5715202,0.06676767,0,2026-01-01,2026-01,Starbucks Corporation,40.575606,-73.9774505
69,7299462,0.06600946,0,2025-12-01,2025-12,Dos Toros Taqueria,40.706943,-74.0068015
70,5379856,0.06583656,0,2025-12-01,2025-12,Burger King,40.6378975,-73.910315
71,5877528,0.06582319,0,2026-01-01,2026-01,Philly Pretzel Factory,40.714572,-73.8321565
72,5380015,0.06539819,0,2026-01-01,2026-01,Burger King,40.6168665,-73.9444846
73,2297877,0.06488439,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.632757,-73.8896207
74,1537406,0.0647158,0,2025-12-01,2025-12,Burger King,40.8296199,-73.8753067
75,2370522,0.06400963,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7165719,-73.9603689
76,12900453,0.060696486,0,2026-01-01,2026-01,Sonic Corp.,40.658189,-73.8898415
77,7249062,0.060266875,0,2026-01-01,2026-01,La Colombe,40.7056945,-74.008418
78,6297931,0.060243767,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.730777,-74.0019515
79,6315386,0.06017447,0,2025-12-01,2025-12,TKK Fried Chicken,40.760719,-73.8294545
80,1259625,0.05985437,0,2026-01-01,2026-01,Starbucks Corporation,40.7699473,-73.9547018
81,2304044,0.058132198,0,2026-01-01,2026-01,Papa John's International Inc.,40.6960575,-73.9330564
82,523124,0.057924017,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.8845516,-73.9005168
83,11890710,0.05725237,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.747362,-73.942421
84,5853024,0.05683459,0,2026-01-01,2026-01,Le Pain Quotidien,40.7730465,-73.9743085
85,2382481,0.05656526,0,2025-12-01,2025-12,Burger King,40.657498,-73.9006459
86,5862207,0.056235995,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.862129,-73.892128
87,1538664,0.056034558,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.7005618,-73.7897124
88,5070759,0.055992804,0,2025-12-01,2025-12,Starbucks Corporation,40.7121176,-74.0108577
89,1257590,0.055896595,0,2025-12-01,2025-12,Starbucks Corporation,40.7331721,-74.0027352
90,12183444,0.055791836,0,2025-12-01,2025-12,Pelicana Chicken,40.761056,-73.7694895
91,5766645,0.055000704,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.778039,-73.954868
92,5863335,0.054496445,0,2025-12-01,2025-12,Playa Bowls IP LLC,40.7021855,-74.012233
93,5811145,0.054247014,0,2025-12-01,2025-12,Burgerim,40.7210985,-73.8050705
94,1250725,0.05323087,0,2025-12-01,2025-12,Starbucks Corporation,40.7949321,-73.9656224
95,12175843,0.05316839,0,2026-01-01,2026-01,Red Crab Juicy Seafood,40.585384,-73.951892
96,1596878,0.052943137,0,2025-12-01,2025-12,Papa John's International Inc.,40.6327331,-73.9671865
97,11692621,0.052900176,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.7115695,-74.0114325
98,12173365,0.052058786,0,2025-12-01,2025-12,Tiger Sugar,40.759221,-73.829067
99,4974873,0.05162207,0,2025-12-01,2025-12,Morton's The Steakhouse,40.7097196,-74.0140384
100,13517272,0.05139963,0,2025-12-01,2025-12,Raising Cane's Restuarants LLC,40.7203925,-73.846066
101,7302659,0.051072463,0,2025-12-01,2025-12,Ippudo US,40.7635195,-73.9865795
102,5766585,0.050768934,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.726422,-73.991468
103,5772658,0.050650354,0,2025-12-01,2025-12,Sarku Japan,40.751044,-73.8703025
104,4761663,0.050342042,0,2026-01-01,2026-01,Pret A Manger,40.7101919,-74.0100254
105,7311557,0.049999174,0,2026-01-01,2026-01,Texas Chicken & Burgers,40.7529055,-73.8712025
106,6324200,0.049020205,0,2026-01-01,2026-01,"Fogo de Chao, Inc.",40.734412,-73.8674755
107,6266672,0.04876317,0,2025-12-01,2025-12,Carvel,40.7077065,-74.0059235
108,5819223,0.04832263,0,2025-12-01,2025-12,Benihana Inc.,40.763442,-73.97666
109,7249873,0.048290465,0,2025-12-01,2025-12,Menchie's Frozen Yogurt,40.886604,-73.909956
110,6315405,0.048206426,0,2026-01-01,2026-01,Sticky's Finger Joint,40.709431,-74.0089255
111,6496536,0.047729697,0,2026-01-01,2026-01,Luke's Lobster,40.7047035,-74.010719
112,2297917,0.047692895,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.8281374,-73.8814805
113,7316911,0.04738413,0,2025-12-01,2025-12,Xing Fu Tang,40.758196,-73.8297545
114,6015744,0.0470179,0,2026-01-01,2026-01,Pret A Manger,40.7501266,-73.9746249
115,805693,0.04692614,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8191745,-73.927382
116,5556088,0.046791367,0,2026-01-01,2026-01,Jollibee Foods Corporation,40.746156,-73.9012715
117,1831847,0.046471436,0,2025-12-01,2025-12,Outback Steakhouse,40.6120291,-74.0093206
118,11909053,0.046214208,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.7596325,-73.918836
119,805610,0.04617718,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8436846,-73.9380899
120,1538757,0.046065584,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.5965174,-74.0851135
121,1501078,0.04561588,0,2025-12-01,2025-12,The Wendy's Company,40.7428459,-73.9200434
122,7126519,0.045027174,0,2025-12-01,2025-12,OddFellows Ice Cream Co,40.6945675,-74.000624
123,5970252,0.04405643,0,2026-01-01,2026-01,Just Salad LLC,40.753631,-73.972731
124,1558979,0.04342418,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.7118768,-73.7860499
125,5970968,0.04331067,0,2025-12-01,2025-12,Juice Press,40.739108,-74.0023705
126,1558935,0.04274659,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.6893072,-73.9553656
127,6499905,0.04254504,0,2025-12-01,2025-12,Artichoke Basille's Pizza,40.706533,-74.0077375
128,5719972,0.042079106,0,2026-01-01,2026-01,Taco Bell,40.630935,-73.9191185
129,1255854,0.040968448,0,2025-12-01,2025-12,Starbucks Corporation,40.7411011,-74.0012167
130,12179952,0.04077612,0,2025-12-01,2025-12,Mango Mango Dessert,40.6407805,-74.0078975
131,4974871,0.0402883,0,2025-12-01,2025-12,Morton's The Steakhouse,40.7554269,-73.9789107
132,805013,0.040211357,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.6858643,-73.9161072
133,6007321,0.039813466,0,2025-12-01,2025-12,Crab Du Jour,40.678117,-73.776208
134,6266616,0.039758865,0,2025-12-01,2025-12,Carvel,40.833577,-73.8511315
135,805504,0.039688032,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.855865,-73.9293285
136,4761717,0.03867846,0,2026-01-01,2026-01,Pret A Manger,40.7581007,-73.9694091
137,933033,0.038309272,0,2026-01-01,2026-01,Tim Hortons Inc.,40.6991982,-73.8074969
138,6266712,0.038263403,0,2025-12-01,2025-12,Carvel,40.6555875,-73.9595275
139,6054085,0.038190067,0,2026-01-01,2026-01,"Blimpie International, Inc.",40.8340905,-73.8513465
140,7311580,0.038131524,0,2025-12-01,2025-12,Tacombi,40.768084,-73.9611675
141,2297889,0.03808454,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.691677,-73.8636314
142,6266666,0.038075905,0,2026-01-01,2026-01,Carvel,40.7581415,-73.79515
143,6009754,0.038023796,0,2025-12-01,2025-12,Beard Papa's,40.757281,-73.967755
144,1323277,0.03797088,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7988385,-73.9528257
145,7301813,0.03759239,0,2025-12-01,2025-12,H&H Bagels,40.646097,-73.7760705
146,521794,0.03755494,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7282056,-74.0050253
147,4998771,0.03750614,0,2026-01-01,2026-01,Papa John's International Inc.,40.712797,-73.9074356
148,5969131,0.03739425,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.8398225,-73.9173055
149,12900244,0.03714504,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.725985,-73.952362
150,1249239,0.03693383,0,2025-12-01,2025-12,Starbucks Corporation,40.7785921,-73.9560201
151,5970976,0.036903303,0,2025-12-01,2025-12,Juice Press,40.7269615,-73.994721
152,4996939,0.036865607,0,2025-12-01,2025-12,Qdoba Restaurant Corporation,40.6432585,-73.790823
153,2304079,0.03669423,0,2026-01-01,2026-01,Papa John's International Inc.,40.6389505,-73.9480264
154,3633325,0.036198016,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.7557008,-73.9914063
155,522968,0.03615187,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7526843,-73.9833568
156,11783994,0.03604241,0,2025-12-01,2025-12,Just Salad LLC,40.70691,-74.0129605
157,1600321,0.035934724,0,2025-12-01,2025-12,Olive Garden,40.8645258,-73.8276784
158,12071920,0.03581193,0,2025-12-01,2025-12,Dave's Hot Chicken,40.8094785,-73.9501875
159,5795045,0.035680838,0,2025-12-01,2025-12,Kung Fu Tea,40.762109,-73.769985
160,11692778,0.03557052,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7610965,-73.9828005
161,11967798,0.035542622,0,2025-12-01,2025-12,The Wendy's Company,40.8617225,-73.8934095
162,7295141,0.035538655,0,2026-01-01,2026-01,Atomic Wings,40.755888,-73.9674675
163,7240343,0.035497308,0,2026-01-01,2026-01,Big Gay Ice Cream,40.7858,-73.9729805
164,7248351,0.03540504,0,2025-12-01,2025-12,Intelligentsia Coffee,40.6458075,-73.7778865
165,805599,0.035266116,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.7553132,-73.9895949
166,1558964,0.035264526,0,2025-12-01,2025-12,Kentucky Fried Chicken,40.8268025,-73.8577199
167,6297185,0.035230134,0,2026-01-01,2026-01,"Peachwave, LLC",40.8553205,-73.8875165
168,13373175,0.035024155,0,2025-12-01,2025-12,"Kura Sushi USA, Inc.",40.76003,-73.833736
169,13465605,0.034869693,0,2025-12-01,2025-12,Sonic Corp.,40.6636195,-73.9607755
170,7311508,0.034627818,0,2026-01-01,2026-01,Tasti DLite,40.766742,-73.9564685
171,6266734,0.03437111,0,2025-12-01,2025-12,Carvel,40.6329915,-74.021493
172,1323706,0.034321807,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7037973,-74.011875
173,5766621,0.034255672,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.702822,-73.9899035
174,13186157,0.033809982,0,2025-12-01,2025-12,The Wendy's Company,40.565289,-74.114357
175,1596825,0.0337876,0,2026-01-01,2026-01,Papa John's International Inc.,40.8524623,-73.9090109
176,1256107,0.033456866,0,2026-01-01,2026-01,Starbucks Corporation,40.7418386,-73.9932213
177,5967386,0.03341543,0,2026-01-01,2026-01,Hook & Reel Seafood,40.575915,-73.980293
178,6297938,0.033251002,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.690528,-73.951348
179,7275929,0.03314997,0,2026-01-01,2026-01,Van Leeuwen Artisan Ice Cream,40.7298085,-74.000365
180,1253331,0.033033125,0,2025-12-01,2025-12,Starbucks Corporation,40.6315375,-74.0274574
181,1260305,0.032753117,0,2025-12-01,2025-12,Starbucks Corporation,40.763722,-73.9822823
182,6266742,0.032683678,0,2026-01-01,2026-01,Carvel,40.6231675,-74.0314545
183,7302787,0.032632716,0,2026-01-01,2026-01,Junzi Kitchen,40.8058345,-73.9651685
184,7126506,0.032434933,0,2025-12-01,2025-12,GRK Fresh,40.7530235,-73.9745635
185,1584600,0.03231432,0,2025-12-01,2025-12,Taco Bell,40.757436,-73.7935279
186,1538760,0.031805377,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.8545524,-73.9070385
187,6171316,0.031765968,0,2026-01-01,2026-01,Tim Hortons Inc.,40.6675535,-73.834359
188,8756126,0.031717386,0,2025-12-01,2025-12,"Cafeterias, Grill Buffets, and Buffets",40.6979103,-73.923378
189,6266308,0.03164617,0,2025-12-01,2025-12,Shake Shack Inc.,40.739244,-74.007799
190,5785568,0.03154525,0,2026-01-01,2026-01,Cold Stone Creamery,40.7354025,-73.874876
191,1084601,0.031482123,0,2026-01-01,2026-01,McDonald's Corp.,40.6487042,-73.9579593
192,1587835,0.031012198,0,2026-01-01,2026-01,Taco Bell,40.7535936,-73.9017825
193,1597174,0.030961078,0,2025-12-01,2025-12,Papa John's International Inc.,40.7554077,-73.8147401
194,5070544,0.030928591,0,2026-01-01,2026-01,Starbucks Corporation,40.7501259,-73.940158
195,6007323,0.03066465,0,2026-01-01,2026-01,Crab Du Jour,40.754538,-73.8540825
196,6500470,0.030630235,0,2026-01-01,2026-01,The Hummus & Pita Co,40.7786585,-73.9530535
197,1592863,0.030575043,0,2026-01-01,2026-01,"Jamba, Inc.",40.640692,-73.7819714
198,1256683,0.030542992,0,2026-01-01,2026-01,Starbucks Corporation,40.705292,-74.0113159
199,1538837,0.030480245,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.7693181,-73.9545295
200,12165786,0.030449916,0,2026-01-01,2026-01,Bento Sushi,40.890086,-73.900825
201,1531219,0.030259006,0,2026-01-01,2026-01,Burger King,40.6021471,-73.9946461
202,523076,0.030185495,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.6220771,-74.026702
203,1429074,0.03016972,0,2026-01-01,2026-01,Subway,40.7615155,-73.924827
204,1503873,0.030135,0,2025-12-01,2025-12,The Wendy's Company,40.7655745,-73.9832932
205,5070499,0.030088034,0,2026-01-01,2026-01,Starbucks Corporation,40.6888874,-73.9626361
206,5970969,0.029991701,0,2026-01-01,2026-01,Juice Press,40.7186905,-73.957988
207,5602611,0.029364109,0,2025-12-01,2025-12,Au Bon Pain,40.5855286,-73.965589
208,1319257,0.029324124,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.8018107,-73.9486252
209,13455778,0.029185554,0,2025-12-01,2025-12,"Jimmy John's Franchise, LLC",40.8043965,-73.9368505
210,5811456,0.029184777,0,2025-12-01,2025-12,Green Leaf's & Bananas,40.7746105,-73.871865
211,5853015,0.029127669,0,2026-01-01,2026-01,Le Pain Quotidien,40.7653845,-73.9574235
212,1534359,0.028915988,0,2026-01-01,2026-01,Burger King,40.6088674,-74.0284703
213,5766637,0.028855711,0,2025-12-01,2025-12,"Sweetgreen, Inc.",40.767159,-73.9568235
214,6354087,0.028833224,0,2026-01-01,2026-01,Sobol,40.630261,-74.1063335
215,13086452,0.02877315,0,2025-12-01,2025-12,Wingstop Inc.,40.7239645,-73.8482895
216,6995685,0.028607806,0,2025-12-01,2025-12,Tropical Smoothie Cafe,40.760015,-73.917903
217,1258953,0.0286029,0,2026-01-01,2026-01,Starbucks Corporation,40.753941,-73.9787552
218,2304139,0.028501125,0,2026-01-01,2026-01,Papa John's International Inc.,40.7916022,-73.9390444
219,6266647,0.028497726,0,2025-12-01,2025-12,Carvel,40.7598235,-73.9836175
220,12130347,0.028468993,0,2026-01-01,2026-01,Healthy in Dyckman,40.864863,-73.928207
221,5759108,0.028399182,0,2025-12-01,2025-12,Cinnabon,40.575852,-73.980546
222,11890774,0.028320335,0,2025-12-01,2025-12,"Sweetgreen, Inc.",40.765277,-73.981722
223,11691732,0.028225303,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.8746945,-73.910024
224,5970255,0.028143499,0,2025-12-01,2025-12,Just Salad LLC,40.7414155,-74.001019
225,6266770,0.028105844,0,2025-12-01,2025-12,Carvel,40.5895875,-73.9608305
226,5818505,0.02808233,0,2025-12-01,2025-12,Melt Shop,40.761383,-73.982376
227,5602614,0.027756104,0,2026-01-01,2026-01,Au Bon Pain,40.7450745,-73.885821
228,1596752,0.02771515,0,2026-01-01,2026-01,Papa John's International Inc.,40.8283871,-73.8789389
229,12891288,0.027700987,0,2025-12-01,2025-12,Wingstop Inc.,40.861946,-73.9247045
230,1858739,0.027644675,0,2026-01-01,2026-01,Wingstop Inc.,40.807563,-73.944519
231,3633324,0.027627409,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.733323,-73.8638744
232,1538716,0.02727246,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.7066202,-73.7514983
233,805595,0.02724666,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.8156347,-73.943982
234,2304096,0.026850529,0,2025-12-01,2025-12,Papa John's International Inc.,40.7167504,-73.9898521
235,2297879,0.02682526,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.6651536,-73.7302317
236,1533642,0.026569953,0,2025-12-01,2025-12,Burger King,40.8673379,-73.8251015
237,2545322,0.026540594,0,2026-01-01,2026-01,Starbucks Corporation,40.7609362,-73.9838534
238,6266732,0.026463741,0,2025-12-01,2025-12,Carvel,40.630974,-74.027758
239,3773067,0.026420387,0,2026-01-01,2026-01,Papa John's International Inc.,40.6824393,-73.875783
240,6009741,0.026246428,0,2026-01-01,2026-01,Beard Papa's,40.7576645,-73.8356515
241,7295934,0.026178215,0,2026-01-01,2026-01,Beatnic,40.7401295,-73.9988545
242,11517191,0.025890945,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.853298,-73.827489
243,5970244,0.025833689,0,2026-01-01,2026-01,Just Salad LLC,40.759795,-73.9697135
244,12165725,0.025819795,0,2026-01-01,2026-01,Bento Sushi,40.821642,-73.9478475
245,2304045,0.025779206,0,2026-01-01,2026-01,Papa John's International Inc.,40.8144368,-73.919351
246,11686269,0.025773235,0,2026-01-01,2026-01,Panda Express,40.8562945,-73.867294
247,7126412,0.0255913,0,2025-12-01,2025-12,The Ainsworth,40.710129,-74.0070665
248,5896219,0.025490833,0,2025-12-01,2025-12,"Dave & Buster's Entertainment, Inc.",40.6506045,-73.8707415
249,13491967,0.02534364,0,2026-01-01,2026-01,Little Caesar Enterprises Inc.,40.6992295,-73.9396695
250,1599931,0.025259761,0,2025-12-01,2025-12,Olive Garden,40.651479,-73.869301
251,6009761,0.025213713,0,2025-12-01,2025-12,Beard Papa's,40.782209,-73.9812865
252,5031920,0.025122134,0,2025-12-01,2025-12,Wingstop Inc.,40.6484062,-73.9585689
253,1531843,0.025074186,0,2025-12-01,2025-12,Burger King,40.7321237,-73.8661972
254,5562782,0.024996253,0,2026-01-01,2026-01,Smashburger,40.8233092,-73.8581354
255,12186300,0.024698172,0,2026-01-01,2026-01,Bobby's Burgers,40.8292855,-73.9278225
256,12183429,0.024483413,0,2025-12-01,2025-12,Pelicana Chicken,40.7607075,-73.803684
257,1558926,0.024291174,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.7322833,-73.9852951
258,12175861,0.024261024,0,2025-12-01,2025-12,Red Crab Juicy Seafood,40.734332,-73.867802
259,805889,0.024215214,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.647701,-73.9584384
260,1323592,0.023872057,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.780514,-73.9524823
261,7240833,0.023835877,0,2026-01-01,2026-01,Boba Guys,40.7301755,-73.99416
262,1319342,0.023835521,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.5325717,-74.1916923
263,6170143,0.023812938,0,2026-01-01,2026-01,Pizza Twist,40.6934195,-73.8294745
264,6393968,0.023784518,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.7098195,-74.006581
265,7284287,0.023706604,0,2025-12-01,2025-12,Shake Shack Inc.,40.719368,-73.986707
266,1259979,0.023661923,0,2026-01-01,2026-01,Starbucks Corporation,40.7644767,-73.9811081
267,1531201,0.023495745,0,2025-12-01,2025-12,Burger King,40.6469505,-73.98154
268,1251937,0.023472706,0,2025-12-01,2025-12,Starbucks Corporation,40.7521922,-73.9752502
269,12195817,0.023371326,0,2026-01-01,2026-01,Starbucks Corporation,40.706179,-74.005691
270,6266717,0.023324478,0,2026-01-01,2026-01,Carvel,40.624608,-74.1482295
271,1538835,0.023167491,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.7551366,-73.965497
272,5521592,0.02312303,0,2026-01-01,2026-01,Five Guys Enterprises LLC,40.7518485,-73.9740225
273,2370228,0.02304708,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.6711589,-73.9776927
274,6266678,0.022961544,0,2025-12-01,2025-12,Carvel,40.7386315,-73.7032825
275,4761678,0.022839315,0,2026-01-01,2026-01,Pret A Manger,40.7543178,-73.9736641
276,5861847,0.02283681,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.765512,-73.983427
277,12165263,0.022814317,0,2025-12-01,2025-12,Happy Lemon,40.758835,-73.8331195
278,1596780,0.022695249,0,2025-12-01,2025-12,Papa John's International Inc.,40.7184405,-73.7571048
279,4760917,0.022659782,0,2025-12-01,2025-12,"CEC Entertainment, Inc.",40.7531089,-73.9141611
280,4991894,0.022618614,0,2026-01-01,2026-01,"Chick-fil-A,  Inc.",40.7650238,-73.9838441
